Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression 1
	3499910	3501247		+	frlA	b3370	-	3
	3501268	3502290		+	frlB	b3371	-	5
	3502340	3503170		+	frlC	b4474	-	4
	3503167	3503952		+	frlD	b3374	-	8
	3504052	3504783		+	frlR	b3375	-	25
	3506020	3504935		-	yhfS	b3376	-	5
	3507336	3506032		-	yhfT	b3377	-	2
	3507701	3507348		-	yhfU	b3378	-	11
	3508590	3507712		-	php	b3379	-	7
	3509813	3508587		-	yhfW	b3380	-	1
	3510976	3509813		-	yhfX	b3381	-	3
	3511422	3511060		-	yhfY	b3382	-	2
	3512344	3511439		-	yhfZ	b3383	-	15
	3513638	3512634	3512634	-	trpS	b3384	-	336
	3514389	3513631		-	gph	b3385	-	227
3515059	3515059	3514382		-	rpe	b3386	-	263
	3515913	3515077		-	dam	b3387	-	76
3517306	3517306	3516020	3516020	-	damX	b3388	-	278
3518510	3518486	3517398	3517348	-	aroB	b3389	-	394
3519071	3519064	3518543	3518543	-	aroK	b3390	-	440
	3520703	3519465		-	hofQ	b3391	-	4
	3521019	3520615		-	hofP	b3392	-	10
	3521449	3521009		-	hofO	b3393	-	5
	3521972	3521433		-	hofN	b3394	-	7
	3522751	3521972		-	hofM	b3395	-	20
	3522871	3525423		+	mrcA	b3396	-	48
	3526149	3525589		-	nudE	b3397	-	25
	3526469	3528604		+	yrfF	b3398	-	18
	3528669	3529337		+	yrfG	b3399	-	53
	3529348	3529749		+	hslR	b3400	-	60
	3529774	3530652		+	hslO	b3401	-	53
	3532439	3530715		-	yhgE	b3402	-	17
	3532818	3534440		+	pck	b3403	-	92
	3535868	3534516		-	envZ	b3404	-	51
	3536584	3535865		-	ompR	b3405	-	124
	3536812	3537288		+	greB	b3406	-	8
	3537385	3539706		+	yhgF	b3407	-	106
	3540163	3540390		+	feoA	b3408	-	33
	3540407	3542728		+	feoB	b3409	-	68
	3542728	3542964		+	feoC	b3410	-	11
	3543167	3544045		+	yhgA	b3411	-	6
	3544844	3544074		-	bioH	b3412	-	33
	3544882	3545565		+	gntX	b3413	-	71
3545614	3545624	3546199	3546199	+	nfuA	b3414	-	551
3546205			3546171	-	-	predicted RNA	antisense: nfuA	2151
	3546559	3547875		+	gntT	b3415	-	11
	3550070	3547986		-	malQ	b3416	-	57
	3552473	3550080		-	malP	b3417	-	59
	3553085	3555790		+	malT	b3418	-	96
	3556849	3555833		-	rtcA	b4475	-	30
	3558079	3556853		-	rtcB	b3421	-	12
	3558268	3559866		+	rtcR	b3422	-	12
	3561452	3560622		-	glpG	b3424	-	50
	3561823	3561497		-	glpE	b3425	-	33
	3562013	3563518		+	glpD	b3426	-	4
	3566581	3564134		-	glgP	b3428	-	188
	3568033	3566600	3566600	-	glgA	b3429	-	289
3569345	3569328	3568033		-	glgC	b3430	-	331
	3571319	3569346		-	glgX	b3431	-	185
3573572	3573502	3571316		-	glgB	b3432	-	336
3574923	3574878	3573775	3573758	-	asd	b3433	-	1198
3573804			3573838	+	-	predicted RNA	antisense: asd	2579
3573929			3573962	+	-	predicted RNA	antisense: asd	2230
3574051			3574161	+	-	predicted RNA	antisense: asd	2068
3574269			3574309	+	-	predicted RNA	antisense: asd	2377
3574363			3574431	+	-	predicted RNA	antisense: asd	1949
3574513			3574559	+	-	predicted RNA	antisense: asd	2127
3574653			3574674	+	-	predicted RNA	antisense: asd	2021
	3575071	3575664		+	yhgN	b3434	-	13
	3577061	3575721		-	gntU	b4476	-	4
	3577592	3577065		-	gntK	b3437	-	16
	3578726	3577731		-	gntR	b3438	-	55
	3579645	3578950		-	yhhW	b3439	-	42
	3580805	3579768		-	yhhX	b3440	-	87
3581016			3580927	-	ryhB	b4451	-	0
	3581138	3581626		+	yhhY	b3441	-	21
	3581863	3583041		+	yhhZ	b3442	-	0
	3583483	3583758		+	insA	b3444	-	8
	3583677	3584180		+	insB1	b3445	-	30
	3584759	3585043		+	yrhB	b3446	-	0
	3586823	3585081		-	ggt	b3447	-	22
	3586943	3587383		+	yhhA	b3448	-	23
	3588113	3587370		-	ugpQ	b3449	-	25
	3589180	3588110		-	ugpC	b3450	-	22
	3590027	3589182		-	ugpE	b3451	-	4
	3590911	3590024		-	ugpA	b3452	-	3
	3592325	3591009		-	ugpB	b3453	-	4
3593437	3593437	3592724	3592724	-	livF	b3454	-	257
	3594206	3593439		-	livG	b3455	-	192
	3595480	3594203		-	livM	b3456	-	237
3596431	3596403	3595477		-	livH	b3457	-	312
3597591	3597560	3596451	3596445	-	livK	b3458	-	380
	3597984	3598367		+	panM	b3459	-	18
3599745	3599658	3598555	3598555	-	livJ	b3460	-	1028
3598570			3598670	+	-	predicted RNA	antisense: livJ	2306
3598767			3598788	+	-	predicted RNA	antisense: livJ	2046
3599467			3599502	+	-	predicted RNA	antisense: livJ	2602
3600842	3600783	3599929	3599929	-	rpoH	b3461	-	276
	3602086	3601028		-	ftsX	b3462	-	126
	3602747	3602079		-	ftsE	b3463	-	161
	3604243	3602750		-	ftsY	b3464	-	110
	3604393	3604989		+	rsmD	b3465	-	21
	3604979	3605248		+	yhhL	b3466	-	20
	3605610	3605251		-	yhhM	b3467	-	39
	3605751	3606377		+	yhhN	b3468	-	50
	3606451	3608649		+	zntA	b3469	-	49
	3608996	3608751		-	tusA	b3470	-	52
	3609217	3609882		+	yhhQ	b3471	-	14
	3609955	3610512		+	dcrB	b3472	-	135
	3611733	3610516		-	yhhS	b3473	-	38
	3611865	3612914		+	yhhT	b3474	-	16
	3612969	3613556		+	acpT	b3475	-	38
	3613667	3615241		+	nikA	b3476	-	117
	3615241	3616185		+	nikB	b3477	-	138
	3616182	3617015		+	nikC	b3478	-	123
	3617015	3617779		+	nikD	b3479	-	87
	3617776	3618582		+	nikE	b3480	-	73
	3618588	3618989		+	nikR	b3481	-	86
	3619192	3623427		+	rhsB	b3482	-	4
	3623399	3623782		+	yhhH	b3483	-	0
	3624378	3625514		+	yhhI	b3484	-	3
	3626803	3625679		-	yhhJ	b3485	-	50
	3629538	3626803		-	rbbA	b3486	-	61
	3630602	3629535		-	yhiI	b3487	-	149
	3632590	3630968		-	yhiJ	b3488	-	1
	3634841	3635893		+	yhiM	b3491	-	61
	3637410	3636208		-	yhiN	b3492	-	57
3637635	3637642	3639141	3639141	+	pitA	b3493	-	353
	3639720	3639385		-	uspB	b3494	-	80
3640000	3640111	3640545	3640545	+	uspA	b3495	-	681
3640256			3640221	-	-	predicted RNA	antisense: uspA	2510
3640550			3640526	-	-	predicted RNA	antisense: uspA	1930
	3640862	3642331		+	dtpB	b3496	-	12
	3643132	3642380		-	rsmJ	b3497	-	45
	3645182	3643140		-	prlC	b3498	-	76
	3645385	3646227		+	rlmJ	b3499	-	22
	3646299	3647651		+	gor	b3500	-	185
	3647788	3647705		-	dinQ	b4613	-	103
3648063			3648146	+	agrA	b4712	-	0
3648294			3648377	+	agrB	b4713	-	0
	3648528	3648881		+	arsR	b3501	-	11
	3648935	3650224		+	arsB	b3502	-	1
	3650237	3650662		+	arsC	b3503	-	12
	3653198	3652182		-	insH1	b3505	-	59
3653956	3653961	3654527	3654527	+	slp	b3506	-	585
	3654683	3655213		+	dctR	b3507	-	52
	3655902	3655255		-	yhiD	b3508	-	182
3655945			3656123	+	-	predicted RNA	antisense: hdeB	2609
3656407	3656292	3655966	3655966	-	hdeB	b3509	-	1480
3656360			3656597	+	-	predicted RNA	antisense: hdeA	5080
3656778	3656740	3656408	3656408	-	hdeA	b3510	-	3689
3656987	3656995	3657567	3657567	+	hdeD	b3511	-	803
3658054			3657986	-	arrS	b4704	-	108
3658366	3658366	3658893	3658893	+	gadE	b3512	-	242
3659202	3659232	3660389	3660389	+	mdtE	b3513	-	285
3660414	3660414	3663527	3663527	+	mdtF	b3514	-	248
	3664618	3663890		-	gadW	b3515	-	47
3664864			3664968	+	gadY	b4452	-	52
	3665810	3664986		-	gadX	b3516	-	113
3667591	3667580	3666180	3666180	-	gadA	b3517	-	963
	3669188	3667791		-	yhjA	b3518	-	17
	3669592	3671241		+	treF	b3519	-	16
	3671894	3671292		-	yhjB	b3520	-	6
	3672414	3673313		+	yhjC	b3521	-	17
	3673362	3674375		+	yhjD	b3522	-	14
	3674786	3676108		+	yhjE	b3523	-	125
	3678350	3676290		-	yhjG	b3524	-	13
	3679187	3678420		-	yhjH	b3525	-	3
	3679419	3680348		+	kdgK	b3526	-	91
	3681940	3680444		-	yhjJ	b3527	-	54
	3683447	3682161		-	dctA	b3528	-	10
	3685618	3683630		-	yhjK	b3529	-	23
	3689173	3685700		-	bcsC	b3530	-	9
	3690261	3689155		-	bcsZ	b3531	-	8
	3692607	3690268		-	bcsB	b3532	-	2
	3695236	3692618		-	bcsA	b3533	-	1
	3696185	3695997		-	yhjR	b3535	-	44
	3696458	3698029		+	bcsE	b3536	-	40
	3698026	3698217		+	bcsF	b3537	-	0
	3698214	3699893		+	bcsG	b3538	-	10
	3700087	3699980		-	ldrD	b4453	-	5
3700136			3700201	+	rdlD	b4454	-	20
	3700563	3701834		+	yhjV	b3539	-	30
	3702868	3701864	3701864	-	dppF	b3540	-	332
3703858	3703848	3702865		-	dppD	b3541	-	473
3702985			3703003	+	-	predicted RNA	antisense: dppD	1795
3704761	3704761	3703859	3703859	-	dppC	b3542	-	556
3705790	3705790	3704771	3704762	-	dppB	b3543	-	482
3707854	3707705	3706098	3706098	-	dppA	b3544	-	1236
3706175			3706186	+	-	predicted RNA	antisense: dppA	1782
3706256			3706456	+	-	predicted RNA	antisense: dppA	1856
3706655			3706697	+	-	predicted RNA	antisense: dppA	2599
3706885			3706936	+	-	predicted RNA	antisense: dppA	2109
3707060			3707121	+	-	predicted RNA	antisense: dppA	1977
3707179			3707218	+	-	predicted RNA	antisense: dppA	2106
3708692			3708616	-	proK	b3545	-	0
	3710475	3708784		-	eptB	b3546	-	8
	3712007	3710799		-	yhjX	b3547	-	1
	3712934	3712236		-	yhjY	b3548	-	30
	3713092	3713655		+	tag	b3549	-	57
	3713652	3714092		+	yiaC	b3550	-	21
	3716394	3714061		-	bisC	b3551	-	56
	3716547	3717206		+	yiaD	b3552	-	28
	3717310	3718284		+	ghrB	b3553	-	177
3719088	3719044	3718334	3718334	-	yiaF	b3554	-	257
	3719478	3719768		+	yiaG	b3555	-	30
	3720049	3720261		+	cspA	b3556	-	49
	3720600	3720448		-	hokA	b4455	-	0
	3720680	3721201		+	insJ	b3557	-	0
	3721198	3722049		+	insK	b3558	-	1
3722076			3722105	+	sokA	b4614	-	0
3724397	3724397	3722328	3722328	-	glyS	b3559	-	435
3725333	3725318	3724407	3724399	-	glyQ	b3560	-	313
	3725712	3725413		-	ysaB	b4553	-	1
	3725887	3726882		+	wecH	b3561	-	2
	3727361	3726924		-	yiaA	b3562	-	0
	3727748	3727407		-	yiaB	b3563	-	1
	3729371	3727917		-	xylB	b3564	-	21
	3730765	3729443		-	xylA	b3565	-	13
	3731131	3732123		+	xylF	b3566	-	2
	3732201	3733742		+	xylG	b3567	-	0
	3733720	3734901		+	xylH	b3568	-	3
	3734979	3736157		+	xylR	b3569	-	3
	3737177	3736353		-	bax	b3570	-	96
	3737497	3739527		+	malS	b3571	-	10
	3739705	3740958		+	avtA	b3572	-	118
	3741582	3741109		-	ysaA	b3573	-	49
	3742532	3741684		-	yiaJ	b3574	-	64
	3742733	3743731		+	yiaK	b3575	-	4
	3743743	3744210		+	yiaL	b3576	-	0
	3744328	3744801		+	yiaM	b3577	-	0
	3744804	3746081		+	yiaN	b3578	-	0
	3746094	3747080		+	yiaO	b3579	-	0
	3747084	3748580		+	lyxK	b3580	-	1
	3748577	3749239		+	sgbH	b3581	-	2
	3749232	3750092		+	sgbU	b3582	-	5
	3750086	3750781		+	sgbE	b3583	-	5
	3751868	3751128		-	yiaT	b3584	-	3
	3751992	3752966		+	yiaU	b3585	-	4
	3754099	3752963		-	yiaV	b3586	-	7
	3754428	3754105		-	yiaW	b3587	-	0
	3756511	3754973		-	aldB	b3588	-	14
	3757827	3756676		-	yiaY	b3589	-	4
	3759861	3758017		-	selB	b3590	-	107
	3761249	3759858		-	selA	b3591	-	65
	3761955	3761347		-	yibF	b3592	-	16
	3762183	3766316		+	rhsA	b3593	-	7
	3766337	3767179		+	yibA	b3594	-	8
	3768177	3768638		+	yibG	b3596	-	0
	3771379	3770243		-	yibH	b3597	-	6
	3771744	3771382		-	yibI	b3598	-	3
	3772281	3774194		+	mtlA	b3599	-	86
	3774424	3775572		+	mtlD	b3600	-	141
	3775572	3776159		+	mtlR	b3601	-	46
	3776380	3776171		-	yibT	b4554	-	82
	3776665	3777027		+	yibL	b3602	-	70
	3777399	3779054		+	lldP	b3603	-	2
	3779054	3779830		+	lldR	b3604	-	3
	3779827	3781017		+	lldD	b3605	-	9
	3781215	3781688		+	trmL	b3606	-	53
	3782562	3781741		-	cysE	b3607	-	191
	3783661	3782642	3782633	-	gpsA	b3608	-	256
3784189	3784128	3783661		-	secB	b3609	-	541
3784442	3784442	3784191	3784190	-	grxC	b3610	-	470
3785028	3785015	3784584	3784584	-	yibN	b3611	-	294
3785246	3785260	3786804	3786804	+	gpmM	b3612	-	990
3785514			3785476	-	-	predicted RNA	antisense: gpmM	2397
3786184			3786151	-	-	predicted RNA	antisense: gpmM	1686
3786496			3786473	-	-	predicted RNA	antisense: gpmM	1879
3786792			3786605	-	-	predicted RNA	antisense: gpmM	1926
	3786838	3788097		+	envC	b3613	-	118
	3788101	3789060		+	yibQ	b3614	-	33
	3790081	3789047		-	waaH	b3615	-	16
	3791345	3790320		-	tdh	b3616	-	35
	3792551	3791355		-	kbl	b3617	-	59
	3793683	3792826		-	yibB	b3618	-	12
3793957	3793987	3794919	3794919	+	hldD	b3619	-	269
	3794929	3795975		+	waaF	b3620	-	94
	3795979	3796938		+	waaC	b3621	-	60
	3796948	3798207		+	waaL	b3622	-	25
	3799312	3798239		-	waaU	b3623	-	3
	3800196	3799345		-	waaZ	b3624	-	9
	3800965	3800267		-	waaY	b3625	-	9
	3801999	3800983		-	waaR	b3626	-	9
	3803058	3802039		-	waaO	b3627	-	11
	3804137	3803058		-	waaB	b3628	-	3
	3805116	3804181		-	waaS	b3629	-	5
	3805950	3805153		-	waaP	b3630	-	14
	3807067	3805943		-	waaG	b3631	-	16
	3808098	3807064		-	waaQ	b3632	-	34
	3808540	3809817		+	waaA	b3633	-	39
	3809825	3810304		+	coaD	b3634	-	36
	3811152	3810343		-	mutM	b3635	-	15
	3811417	3811250		-	rpmG	b3636	-	12
3811413			3811620	+	-	predicted RNA	antisense: rpmB rpmG	2514
3811802	3811674	3811438	3811438	-	rpmB	b3637	-	1408
	3812559	3811891		-	yicR	b3638	-	55
	3812731	3813951		+	dfp	b3639	-	81
	3813932	3814387		+	dut	b3640	-	159
	3814494	3815090		+	slmA	b3641	-	80
	3815768	3815127		-	pyrE	b3642	-	4
	3816676	3817539		+	yicC	b3644	-	105
	3817760	3818584		+	dinD	b3645	-	1
	3818874	3819491		+	yicG	b3646	-	4
	3821170	3819488		-	ligB	b3647	-	6
	3821428	3822051		+	gmk	b3648	-	183
3822095	3822106	3822381	3822395	+	rpoZ	b3649	-	441
	3822400	3824508		+	spoT	b3650	-	118
	3824515	3825204		+	trmH	b3651	-	76
	3825210	3827291		+	recG	b3652	-	46
	3828665	3827460		-	gltS	b3653	-	91
	3828945	3830336		+	xanP	b3654	-	138
	3830457	3832166		+	yicH	b3655	-	78
	3834537	3832219		-	yicI	b3656	-	6
	3835929	3834547		-	yicJ	b3657	-	1
3836222			3836316	+	selC	b3658	-	0
	3836953	3838137		+	setC	b3659	-	2
	3838248	3839171		+	yicL	b3660	-	35
	3839993	3839175		-	nlpA	b3661	-	141
	3840215	3840508		+	yicS	b4555	-	18
	3841739	3840549		-	nepI	b3662	-	4
	3842402	3841950		-	yicN	b3663	-	8
	3843789	3842455		-	adeQ	b3664	-	0
	3843964	3845730		+	adeD	b3665	-	14
	3847167	3845776		-	uhpT	b3666	-	4
	3848624	3847305		-	uhpC	b3667	-	7
	3850136	3848634		-	uhpB	b3668	-	17
	3850726	3850136		-	uhpA	b3669	-	192
	3851092	3850802		-	ilvN	b3670	-	52
	3852784	3851096		-	ilvB	b3671	-	89
	3852988	3852890		-	ivbL	b3672	-	73
3853257			3853118	-	istR	b4616	-	15
	3853553	3853642		+	tisB	b4618	-	15
	3853922	3855106		+	emrD	b3673	-	3
	3855611	3855114		-	yidF	b3674	-	21
	3855970	3855608		-	yidG	b3675	-	33
	3856307	3855960		-	yidH	b3676	-	21
	3856415	3856864		+	yidI	b3677	-	9
	3858404	3856911		-	yidJ	b3678	-	5
	3860116	3858401		-	yidK	b3679	-	0
	3860283	3861176		+	yidL	b3680	-	0
	3863899	3864615		+	yidP	b3684	-	1
	3866273	3864612		-	yidE	b3685	-	21
	3866897	3866469		-	ibpB	b3686	-	6
	3867422	3867009		-	ibpA	b3687	-	26
3867718	3867728	3868060	3868060	+	yidQ	b3688	-	276
	3869309	3868062		-	yidR	b3689	-	85
	3869377	3870441		+	cbrA	b3690	-	6
	3871730	3870438		-	dgoT	b3691	-	4
	3872998	3871850		-	dgoD	b4478	-	3
	3873612	3872995		-	dgoA	b4477	-	6
	3874474	3873596		-	dgoK	b3693	-	6
	3875160	3874471		-	dgoR	b4479	-	43
	3875438	3876094		+	yidX	b3696	-	20
	3876952	3876140		-	yidA	b3697	-	99
	3877465	3877067		-	yidB	b3698	-	28
	3880119	3877705		-	gyrB	b3699	-	171
	3881221	3880148		-	recF	b3700	-	24
	3882321	3881221		-	dnaN	b3701	-	169
	3883729	3882326		-	dnaA	b3702	-	157
3884252	3884336	3884476	3884476	+	rpmH	b3703	-	344
3884493	3884493	3884852		+	rnpA	b3704	-	202
	3884816	3885073	3885073	+	yidD	b4557	-	232
3885074	3885076	3886722	3886722	+	yidC	b3705	-	299
	3886828	3888192		+	mnmE	b3706	-	92
	3888435	3888509		+	tnaC	b3707	-	0
	3888730	3890145		+	tnaA	b3708	-	4
	3890236	3891483		+	tnaB	b3709	-	0
	3891615	3892790		+	mdtL	b3710	-	3
	3892765	3893724		+	yidZ	b3711	-	18
	3893881	3894630		+	yieE	b3712	-	48
	3894652	3895218		+	chrR	b3713	-	75
3896614	3896609	3895272	3895272	-	adeP	b3714	-	270
	3896774	3897439		+	yieH	b3715	-	27
	3897506	3897973		+	cbrB	b3716	-	7
	3898022	3898609		+	cbrC	b3717	-	6
	3899393	3898671		-	yieK	b3718	-	4
	3900577	3899408		-	yieL	b3719	-	3
	3902220	3900604		-	bglH	b3720	-	1
	3903701	3902289		-	bglB	b3721	-	3
	3905597	3903720		-	bglF	b3722	-	2
	3906567	3905731		-	bglG	b3723	-	0
	3907578	3906853		-	phoU	b3724	-	65
	3908366	3907593		-	pstB	b3725	-	115
	3909439	3908549		-	pstA	b3726	-	24
	3910398	3909439		-	pstC	b3727	-	40
	3911525	3910485		-	pstS	b3728	-	102
3913668	3913668	3911839	3911839	-	glmS	b3729	-	457
3915205	3915200	3913830	3913732	-	glmU	b3730	-	390
3915546			3915846	+	-	predicted RNA	antisense: atpC	2054
3915990	3915972	3915553	3915553	-	atpC	b3731	-	1101
3915952			3915974	+	-	predicted RNA	antisense: atpC	2253
3917401	3917375	3915993	3915991	-	atpD	b3732	-	2087
3916220			3916838	+	-	predicted RNA	antisense: atpD	2711
3916897			3916939	+	-	predicted RNA	antisense: atpD	2283
3917049			3917228	+	-	predicted RNA	antisense: atpD	2413
3917382			3917420	+	-	predicted RNA	antisense: atpG	2211
3918315	3918265	3917402	3917402	-	atpG	b3733	-	1322
3917556			3917670	+	-	predicted RNA	antisense: atpG	1835
3917723			3917768	+	-	predicted RNA	antisense: atpG	2289
3917946			3918105	+	-	predicted RNA	antisense: atpG	1930
3918199			3918744	+	-	predicted RNA	antisense: atpG atpA	2644
3919869	3919857	3918316	3918316	-	atpA	b3734	-	2835
3918830			3919371	+	-	predicted RNA	antisense: atpA	3482
3919432			3919878	+	-	predicted RNA	antisense: atpH atpA	2713
3920417	3920403	3919870	3919870	-	atpH	b3735	-	1599
3919999			3920025	+	-	predicted RNA	antisense: atpH	1919
3920203			3920735	+	-	predicted RNA	antisense: atpF atpH	2903
3920949	3920888	3920418	3920418	-	atpF	b3736	-	2665
3920810			3921236	+	-	predicted RNA	antisense: atpF atpE atpB	3433
3921235	3921189	3920950	3920950	-	atpE	b3737	-	3834
3922051	3922051	3921236	3921236	-	atpB	b3738	-	1506
3922467	3922440	3922060	3922052	-	atpI	b3739	-	365
	3923680	3923057		-	rsmG	b3740	-	51
	3925633	3923744		-	mnmG	b3741	-	149
	3926455	3926012		-	mioC	b3742	-	105
	3927003	3926545		-	asnC	b3743	-	20
	3927155	3928147		+	asnA	b3744	-	88
	3929603	3928152		-	viaA	b3745	-	45
	3931093	3929597		-	ravA	b3746	-	73
	3931316	3933184		+	kup	b3747	-	20
	3933351	3933770		+	rbsD	b3748	-	75
	3933778	3935283		+	rbsA	b3749	-	17
	3935288	3936253		+	rbsC	b3750	-	46
	3936278	3937168		+	rbsB	b3751	-	73
	3937294	3938223		+	rbsK	b3752	-	78
	3938227	3939219		+	rbsR	b3753	-	17
	3940612	3939185		-	hsrA	b3754	-	8
	3941327	3940635		-	yieP	b3755	-	80
3941808			3943349	+	rrsC	b3756	-	13790
3943069			3941883	-	-	predicted RNA	antisense: rrsC	15813
3943368			3943124	-	-	predicted RNA	antisense: rrsC	7663
3943435			3943510	+	gltU	b3757	-	99
3943704			3946607	+	rrlC	b3758	-	128919
3946598			3943728	-	-	predicted RNA	antisense: rrlC	134580
3946700			3946819	+	rrfC	b3759	-	279
3946872			3946948	+	aspT	b3760	-	38
3946957			3947032	+	trpT	b3761	-	0
	3947967	3947128		-	hdfR	b4480	-	18
3948066	3948086	3948424	3948424	+	yifE	b3764	-	322
	3949969	3948449		-	yifB	b3765	-	12
3950308	3950322	3950420	3950441	+	ilvL	b3766	-	438
3950449	3950507	3950557	3951675	+	ilvX	b4669	-	4356
3951180			3950676	-	-	predicted RNA	-	2932
3951476			3951240	-	-	predicted RNA	-	2285
3951603			3951545	-	-	predicted RNA	-	2617
3951726			3951693	-	-	predicted RNA	-	2213
3952201	3952201	3952464	3952464	+	ilvM	b3769	-	253
3952465	3952484	3953413	3953413	+	ilvE	b3770	-	570
3953434	3953478	3955328	3955328	+	ilvD	b3771	-	363
3955331	3955331	3956875	3956875	+	ilvA	b3772	-	248
	3957820	3956927		-	ilvY	b3773	-	31
3957927	3957970	3959445	3959445	+	ilvC	b3774	-	1752
3958139			3958113	-	-	predicted RNA	antisense: ilvC	2124
3958237			3958203	-	-	predicted RNA	antisense: ilvC	2234
3958347			3958298	-	-	predicted RNA	antisense: ilvC	1855
3959336			3958409	-	-	predicted RNA	antisense: ilvC	2308
3959471			3959425	-	-	predicted RNA	antisense: ilvC	3266
	3959813	3959532		-	ppiC	b3775	-	15
	3960677	3962698		+	rep	b3778	-	31
	3964229	3962745		-	gpp	b3779	-	48
3965630	3965630	3964365	3964359	-	rhlB	b3780	-	220
3965678	3965761	3966090	3966090	+	trxA	b3781	-	485
3966394	3966417	3967676	3967676	+	rho	b3783	-	399
	3967916	3969019		+	wecA	b3784	-	98
	3969031	3970077		+	wzzE	b3785	-	48
	3970133	3971263		+	wecB	b3786	-	51
	3971260	3972522		+	wecC	b3787	-	69
	3972522	3973589		+	rffG	b3788	-	58
	3973608	3974489		+	rffH	b3789	-	73
	3974467	3975141		+	wecD	b3790	-	45
	3975146	3976276		+	wecE	b3791	-	76
	3976278	3977528		+	wzxE	b3792	-	27
	3977525	3978604		+	wecF	b4481	-	28
	3978601	3979953		+	wzyE	b3793	-	11
	3979956	3980696		+	wecG	b3794	-	25
	3980887	3982272		+	yifK	b3795	-	43
3982375			3982451	+	argX	b3796	-	695
3982509			3982585	+	hisR	b3797	-	530
3982606			3982692	+	leuT	b3798	-	289
3982735			3982811	+	proM	b3799	-	0
	3982958	3984193		+	aslB	b3800	-	3
	3986007	3984352		-	aslA	b3801	-	7
3986432			3986638	+	glmZ	b4456	-	14
	3987882	3986686		-	hemY	b3802	-	116
	3989066	3987885		-	hemX	b3803	-	121
	3989828	3989088		-	hemD	b3804	-	76
	3990766	3989825		-	hemC	b3805	-	162
	3991153	3993699		+	cyaA	b3806	-	153
	3994059	3993739		-	cyaY	b3807	-	82
3994504	3994522	3994725	3994761	+	yifL	b4558	-	202
	3994762	3995586		+	dapF	b3809	-	164
	3995583	3996290		+	yigA	b3810	-	158
	3996287	3997183		+	xerC	b3811	-	109
	3997183	3997899		+	yigB	b3812	-	54
	3997983	4000145		+	uvrD	b3813	-	64
	4001056	4000292		-	yigE	b4482	-	3
	4001426	4002376		+	corA	b3816	-	81
	4002799	4002419		-	yigF	b3817	-	0
	4003193	4002813		-	yigG	b3818	-	0
	4004178	4003288		-	rarD	b3819	-	3
	4004697	4004230		-	yigI	b3820	-	2
	4004862	4005731		+	pldA	b3821	-	72
	4005864	4007693		+	recQ	b3822	-	34
	4007757	4008377		+	rhtC	b3823	-	88
	4009059	4008439		-	rhtB	b3824	-	64
	4009170	4010192		+	pldB	b3825	-	80
	4010200	4011000		+	yigL	b3826	-	50
	4011076	4011975		+	yigM	b3827	-	38
	4012816	4011863		-	metR	b3828	-	60
4012902	4013053	4015314	4015314	+	metE	b3829	-	3113
4014835			4013161	-	-	predicted RNA	antisense: metE	3540
4015073			4014920	-	-	predicted RNA	antisense: metE	3787
4015309			4015191	-	-	predicted RNA	antisense: metE	2756
	4016169	4015354		-	ysgA	b3830	-	61
4016411	4016431	4017192	4017192	+	udp	b3831	-	390
	4017333	4018760		+	rmuC	b3832	-	8
4018844	4018855	4019610	4019613	+	ubiE	b3833	-	227
	4019624	4020229		+	ubiJ	b3834	-	123
4019978			4020229	+	esrE	b4707	-	89
	4020226	4021866		+	ubiB	b3835	-	48
4021903	4021945	4022214	4022217	+	tatA	b3836	-	337
4022218	4022218	4022733	4022735	+	tatB	b3838	-	218
	4022736	4023512		+	tatC	b3839	-	122
	4023554	4024336		+	tatD	b4483	-	43
	4024821	4024333		-	rfaH	b3842	-	39
	4024988	4026481		+	ubiD	b3843	-	106
	4026527	4027228		+	fre	b3844	-	126
	4028772	4027609		-	fadA	b3845	-	3
	4030971	4028782		-	fadB	b3846	-	0
4031156	4031161	4032492		+	pepQ	b3847	-	200
	4032492	4033106		+	yigZ	b3848	-	27
	4033145	4034596		+	trkH	b3849	-	32
	4034608	4035153		+	hemG	b3850	-	64
4035531			4037072	+	rrsA	b3851	-	12927
4037084			4035607	-	-	predicted RNA	antisense: rrsA	13215
4037141			4037217	+	ileT	b3852	-	85
4037260			4037335	+	alaT	b3853	-	61
4037519			4040423	+	rrlA	b3854	-	127930
4040415			4037544	-	-	predicted RNA	antisense: rrlA	135981
4040517			4040636	+	rrfA	b3855	-	133
	4041433	4040906		-	mobB	b3856	-	14
	4041999	4041415		-	mobA	b3857	-	28
	4042069	4042338		+	yihD	b3858	-	160
	4042415	4043401		+	srkA	b3859	-	26
4043402	4043418	4044044	4044044	+	dsbA	b3860	-	289
	4044199	4045629		+	yihF	b3861	-	2
	4046602	4045670		-	yihG	b3862	-	4
	4046966	4049752		+	polA	b3863	-	87
4049899			4050007	+	spf	b3864	-	0
	4050765	4050133		-	yihA	b3865	-	89
4051036			4051280	+	csrC	b4457	-	682
4051242			4051207	-	-	predicted RNA	antisense: csrC	2446
	4051347	4051856		+	yihI	b3866	-	119
	4052045	4053418		+	hemN	b3867	-	82
4053764	4053757	4053647	4053647	-	yshB	b4686	-	223
	4055278	4053869		-	glnG	b3868	-	32
	4056339	4055290		-	glnL	b3869	-	20
4058096	4058034	4056625	4056625	-	glnA	b3870	-	441
